index_id,name,description,ingredients,instructions
213,墨西哥捲餅,酸辣下飯的打拋豬肉結合酥脆墨西哥餅皮蹦出新滋味。,"['水 50毫升', '香菜 10公克', '紅甜椒 1顆', '豬絞肉 250公克', '小番茄 10-20顆', '九層塔 10公克', '小黃瓜 2根', '玉米粒(罐頭) 150公克', '美生菜 5-10片', '食用油 15毫升', '乳酪絲 100公克', '墨西哥餅皮 6片', '綠粗梗苜蓿芽 1包', 'Tabasco 些許公克', '泰式打拋醬 100公克']","['將番茄切丁、九層塔剝下葉片備用。小黃瓜、紅甜椒切條狀備用。', '熱鍋後加入沙拉油1匙並放入豬絞肉翻炒至上色(約3分鐘)', '再加入番茄丁拌炒(約1分鐘)', '將白開水與小磨坊泰式打拋醬混勻後加入鍋內與豬肉拌勻上色(約1分30秒)。', '將九層塔拌入後熄火盛盤備用。', '拿一張墨西哥餅皮，鋪上一層起司和打拋肉，並用平底鍋加熱至起司融化沾附打拋肉。', '再鋪上一層熟玉米粒、些許香菜、美生菜、綠粗梗苜蓿芽、小黃瓜、紅甜椒，最後撒上幾滴tabasco辣醬，折起餅皮並在風口鋪起司絲。', '使用平底鍋加入一匙油，熱鍋後將墨西哥餅放入用熱度將起司絲融化，即可起鍋。']"
214,海味滿滿泰式海鮮酸辣湯,酸辣湯應該也算是台灣知名的平民小吃，不過!!!今天這個湯一點都不平民除了用料豐富之外，還加了點創意，改變甜辣醬做為沾醬的特性，將醬汁加進湯中與海鮮一起煨煮，透過酸甜味帶出海鮮的鮮甜味，喝起來酸甜又美味。喜歡泰式酸辣甜香的朋友，還不一起煮起來~,"['蒜頭 1顆顆', '水 500毫升', '檸檬汁 20毫升', '牛蕃茄 1/2 顆顆', '淡菜 1顆', '草蝦 1尾', '鯛魚片 50公克', '干貝 1顆', '小卷 1尾', '金黃蒜油 適量毫升', '金黃蔥油 適量毫升', '洋香菜葉 適量公克', '玫瑰鹽 適量公克', '泰式甜辣醬 80公克', '柴魚高湯粉 10公克', '香蒜粒 1公克']","['蒜頭切末、番茄切丁。', '將柴魚高湯粉和水放入鍋中煮滾， 再加入泰式甜辣醬熬煮 10 分鐘。 ', '熱鍋後加入蔥風味油，再加入蒜末炒香，並放入淡菜、草蝦、 鯛魚片、干貝、小卷炒香。', '原鍋倒入泰式柴魚高湯、番茄丁、香蒜粒、玫瑰鹽、香菜煮滾，起鍋前淋上蒜風味油、檸檬汁即完成。', '盛盤，灑上洋香菜葉即完成。']"
215,5星級鐵板黑胡椒肋眼牛排,蔬菜用鐵板黑胡椒和蒜風味油拌炒過後，油脂包覆蔬菜，將胡椒的微辛辣感沾附在蔬菜表層，使牛排搭配蔬菜時，能帶來不一樣的胡椒風味喔！,"['紅甜椒 100公克', '水 50毫升', '黃甜椒 100公克', '橄欖油 5毫升', '鮮奶油 50毫升', '青椒 1顆', '肋眼牛排 12盎司', '金黃蒜油 適量毫升', '金黃蔥油 適量毫升', '洋香菜葉 些許公克', '玫瑰鹽 些許公克', '鮮磨黑胡椒 些許公克', '鐵板黑胡椒調味料 30公克']","['1.洋蔥、黃椒、紅椒、青椒切條狀。', '牛排雙面用紙巾擦乾，並灑上玫瑰鹽輕拍。', '平底鍋中倒入橄欖油並放入牛排，雙面各煎3分鐘，起鍋後，靜置6分鐘。', '炒鍋熱鍋後倒入蔥風味油，再放入洋蔥、黃椒、紅椒、青椒拌炒至香氣、色澤出來後關火。', '原鍋加入鐵板黑胡椒，再開火繼續烹煮，並加入水、鮮奶油、鮮磨黑胡椒，起鍋前淋一點蒜風味油。', '將牛排放回平底鍋，每面煎30秒後切片，並與蔬菜盛盤，灑上洋香菜葉即完成。']"
216,鮭魚佐蒜檸奶油醬汁,鮭魚用玫瑰研及黑胡椒去腥，且它為油脂較為豐厚的魚種，搭配酸底的醬汁能有去油解膩的效果，用蒜風味油取代蒜頭，香氣濃郁，不會使醬汁呈現混濁色澤。,"['洋蔥 1/2顆', '奶油 20公克', '檸檬 1/2顆', '鮭魚 200-300公克', '白酒 200毫升', '金黃蒜油 15毫升', '洋香菜葉 些許公克', '玫瑰鹽 3公克', '鮮磨黑胡椒 些許公克', '百搭香草 5公克']","['切下鮭魚皮，不丟棄備用；洋蔥切末；檸檬擠汁。', '魚肉和魚皮均撒上玫瑰鹽及黑胡椒。', '熱鍋煎魚肉及魚皮至金黃色，可用鍋鏟壓住魚皮避免捲曲。', '另備一小鍋，小火爆香洋蔥末，再倒入白酒和檸檬汁煮滾2分鐘。', '加入無鹽奶油，再滾5分鐘。', '加入百搭香草、玫瑰鹽、黑胡椒、蒜風味油微拌，直到蒜香釋出。', '魚肉及魚皮盛盤，淋上醬汁，撒上洋香菜葉，放上新鮮香草即完成。']"
217,藜麥鷹嘴豆排佐蕃茄醬汁,鷹嘴豆和藜麥是沒有味道的食材，因此透過香料調味、加熱吃進食材裡，能使香料的風味被完整呈現，味道較重的菇類用蔥風味油蓋掉菇味，提出食材鮮甜，每樣食材都被賦予簡單的調味，是一道具有口感、風味層次的菜餚。,"['麵包粉 30公克', '杏鮑菇 30公克', '乾香菇 30朵', '藜麥 100公克', '美生菜 少許片', '洋蔥 50公克', '鷹嘴豆 150公克', '牛肝菌菇 20公克', '牛番茄 2-3顆', '薄鹽醬油 適量毫升', '金黃蒜油 20毫升', '金黃蔥油 30毫升', '匈牙利紅椒 3-5公克', '香蒜粉 2-3公克', '玫瑰鹽 5公克', '羅勒葉 10公克', '黑胡椒粉 3公克']","['乾香菇泡水，藜麥和鷹嘴豆煮熟，牛番茄去皮。', '乾香菇、杏鮑菇、牛肝菌菇、洋蔥、牛番茄切成丁，鷹嘴豆壓成泥。', '備小湯鍋煮番茄醬汁，倒入洋蔥丁、番茄丁、蒜風味油略炒並熬煮10分鐘。', '另起鍋，將香菇丁、牛肝菌菇丁、杏鮑菇丁炒乾水分，倒入蔥風味油炒香，再加入少許醬油調味後起鍋裝盆。', '盆裡倒入麵包粉、玫瑰鹽、香蒜粒、匈牙利紅椒粉、黑胡椒粉、鷹嘴豆泥拌勻捏成球。', '同時，番茄醬汁加入羅勒葉，並以玫瑰鹽調味，再以小火熬煮2分鐘。', '起一煎鍋，用蔥風味油煎鷹嘴豆排至金黃色。', '將煎好的鷹嘴豆排，外層塗上一層美乃滋並沾附藜麥。', '將煮好的番茄醬汁鋪於盤底，再將藜麥鷹嘴豆排疊在醬汁上方，擺上生菜裝飾即可。']"
218,天貝與核桃孜然沙拉,首重蒜風味油與孜然的風味呈現，天貝是發酵味較重的食材，因此用孜然醃漬，可蓋住發酵的味道，再用蒜風味油小火油煎，可帶出熟蒜香氣，整體香氣濃郁有層次，是一道清爽、舒服的菜餚。,"['豌豆苗 1把', '紫洋蔥 1/4顆', '熟核桃 30公克', '天貝 50公克', '花生粉 15公克', '黑醋 15毫升', '新疆孜然 5公克', '金黃蒜油 15毫升', '玫瑰鹽 5公克']","['先將豆苗根部去除，紫洋蔥切絲，連同豆苗泡冰水5分鐘，瀝乾備用。', '將天貝切片，用玫瑰鹽、孜然醃漬。', '乾鍋炒香核桃及孜然後裝入調理盆，加入蒜香風味油、玫瑰鹽和醋拌勻。', '天貝以蒜香風味油煎香並呈現金黃色。', '將瀝完水的豆苗與紫洋蔥放入調理盆中拌勻。 ', '將天貝裝盛於盤底，鋪上豆苗沙拉，灑上花生粉即完成。']"
219,宮保雞丁義大利麵,麵體吸滿宮保雞丁醬汁，味香麻辣，搭配花生顆粒增加口感，尾韻帶出鮮甜味。,"['水 100毫升', '去骨雞腿 1隻', '青蔥 2根', '乾辣椒 100公克', '義大利麵 1把', '食用油 10毫升', '碎花生 15公克', '金黃蒜油 10毫升', '宮保雞丁調味料 15公克']","['雞腿肉切丁，青蔥、乾辣椒切段，雞腿切塊。', '將小磨坊宮保雞丁粉與50ml水拌勻，並分成兩份，一份醃雞腿肉10分鐘，另一份備用。', '起一鍋熱水，煮義大利麵至熟透，起鍋後淋橄欖油與麵條拌勻，避免沾黏。', '另起一鍋將醃好的雞腿肉煎至8分熟。', '原鍋加入義大利麵、水50ml、宮保雞丁醬汁25ml、乾辣椒，拌炒煮至湯汁變濃稠狀。', '起鍋前加入蔥段、熟花生、蒜風味油微拌即可完成。']"
220,宮保皮蛋,將皮蛋炸過可以讓蛋黃與蛋白更緊密，拌炒時不會散開，且麵衣可幫助醬汁扒附；宮保醬汁辣感十足，醬汁風味濃厚，搭配乾辣椒除了可以增色，也可使用辣椒籽增加辣感，尾韻帶點甜。,"['水 70毫升', '青蔥 1根', '乾辣椒 10公克', '食用油 215毫升', '皮蛋 4粒', '碎花生 15公克', '金黃蒜油 10毫升', '宮保雞丁調味料 30公克']","['將皮蛋去殼蒸8分鐘至定型，一顆切四等份，沾太白粉備用。', '蔥切成蔥花，乾辣椒切段備用。', '將小磨坊宮保雞丁粉與50ml水拌勻備用。', '皮蛋放入油鍋中炸，起鍋備用。', '原鍋下乾辣椒段爆香。', '放入皮蛋與小磨坊宮保雞丁醬汁、水20ml，中小火拌炒至醬汁附著在皮蛋上。 ', '起鍋前加入蔥花、熟花生、蒜風味油拌勻。']"
221,三杯芋薯,根莖類高纖低熱量具有飽足感，利用三杯的料理讓根莖類更入味，吸收三杯的醬汁，再放入香氣十足的九層塔，美味十足。,"['馬鈴薯 1', '水 100毫升', '辣椒 1根', '青蔥 1根', '麻油 10毫升', '生薑 500公克', '九層塔 20公克', '食用油 150毫升', '芋頭 1顆', '地瓜 1顆', '金黃蒜油 10毫升', '三杯雞調味料 30公克']","['分別將地瓜、芋頭、馬鈴薯 削皮切塊備用。', '將辣椒及青蔥切段、薑切薄片，備用。', '將三杯雞粉與水均勻調和成醬汁。', '取一深鍋放入六分滿的油，以180℃的油溫大火將地瓜、芋頭、馬鈴薯炸至表面脫水〈呈現皺皺的樣子〉。', '另熱一鍋，加入麻油，放入薑片，至薑片成捲曲狀，放入辣椒段、蔥段、三杯醬汁，拌炒均勻。', '將炸好的地瓜、芋頭、馬鈴薯加入鍋中拌炒，在收汁前，加入九層塔、蒜風味油一起炒，即可起鍋上菜。']"
222,三杯菇菇炒麵,菇類高纖低熱量具有飽足感，又可強化免疫力，家裡冰箱都會備有菇類的食材，利用三杯的料理讓菇類更入味，在搭配麵條一起炒，吸收三杯的醬汁，再放入香氣十足的九層塔，讓我光盤的三杯菇菇炒麵就出鍋了。,"['水 50毫升', '辣椒 1根', '麻油 30毫升', '香菇 3-4朵', '生薑 5公克', '九層塔 20公克', '雪白菇 50公克', '鴻喜菇 50包', '寬麵 100公克', '米酒 10毫升', '金黃蒜油 10毫升', '三杯雞調味料 1/2公克']","['寬麵燙過，不要燙熟，備用。', '將三杯雞粉與水均勻調和成醬汁。', '放入菇類拌炒至出水，同時倒入米酒、三杯雞醬汁、寬麵拌炒至麵條熟透。', '熱鍋倒入麻油，放入薑片及辣椒拌炒小火煸香。', '薑切片，辣椒斜切小圈，香菇切絲。', '起鍋前加入九層塔、蒜風味油快速拌炒即可起鍋上菜。']"
223,南洋叻沙鮮蝦粉絲煲,喜歡南洋料理的朋友千萬不要錯過這一道!冬粉和蝦肉吸附濃郁飽滿的叻沙醬汁，而且椰漿巧妙地柔和醬汁本身的嗆辣感，所以入口時特別滑順，尾韻帶點微辣卻不刺激喉嚨，一點也不膩口!而且只要一包就能調味到位，簡單又好上手!,"['水 135毫升', '食用油 5毫升', '青蔥 5-10公克', '草蝦 10尾', '冬粉 40公克', '金黃蒜油 10毫升', '椰漿 50毫升', '南洋叻沙醬 1/2包']","['加入剩下的水炒勻後撈出蝦頭，再加入叻沙醬及椰漿，並以中火煮至沸騰再放入冬粉。', '將青蔥切段，蔥段、蔥白分開，冬粉泡溫水7分鐘。', '待冬粉煮至8分熟時加入蝦子，將所有食材煮熟。', '炒鍋熱鍋後下油，將蝦頭放入乾煎至蝦頭變紅，蝦膏流出後加一點水，加入蔥白爆香。', '蝦子剪去蝦鬚，蝦背劃開去泥腸；其中4隻蝦子，取蝦頭劃開備用。', '起鍋前加入青蔥段、蒜風味油即可起鍋。']"
224,日式親子烏龍麵丼,柴魚基底的親子丼醬，味道鮮甜，雞肉吸附飽滿醬汁覆蓋於烏龍麵上，因烏龍麵是屬於非常吸附醬汁的麵體，所以吃起來甜而不膩。,"['洋蔥 1/5顆', '雞蛋 2顆', '水 200毫升', '去骨雞腿 1隻', '香菇 3-5朵', '烏龍麵 100公克', '日式親子丼醬 1/2包']","['將烏龍麵燙熟、洋蔥和香菇切絲。', '起一油鍋，將雞腿排雞皮面朝下煎3分鐘至雞皮金黃，翻面煎至肉色呈現粉嫩，起鍋切塊。', '原鍋加入洋蔥絲、香菇、烏龍麵拌炒。 ', '再倒入1/2包日式親子丼醬和水，待湯汁煮滾加入雞肉。', '倒入雞蛋稍微拌一下，關火蓋上鍋蓋，讓雞蛋呈現半熟，起鍋灑蔥花即完成。']"
225,正港熱炒系列-麻婆豆腐,正宗麻婆豆腐可說是一道簡單卻又不簡單的料理，雖然用到的食材少，但好的花椒與豆瓣卻不容易買到，煸香時的火候控制更需要多年經驗和技術，這些細節沒掌握好很容易失敗。使用這包麻婆豆腐調味料能夠輕鬆簡單的幫各位解決這些問題，學會了以後還可以用不同食材變化出各種菜色喔！,"['水 100毫升', '青蔥 適量根', '生薑 適量公克', '蒜頭(蒜末) 適量公克', '豬絞肉 100公克', '豆腐 400公克', '食用油 10毫升', '砂糖 適量公克', '鹽 適量公克', '金黃蒜油 5毫升', '麻婆豆腐調味料 30公克']","['使用米量杯裝3分滿的水倒入裝有調味粉的玻璃碗中，用湯匙均勻攪拌10秒就能輕鬆調好醬汁囉！', '接著取1個深鍋將水煮滾，將預先準備好的豆腐塊放入水中並加入1茶匙鹽及少許糖，煮後撈起瀝乾，這個步驟可以幫助豆腐排水，在後續烹煮時也更容易入味。', '煮豆腐時可同步炒豬絞肉，取豬絞肉加1大匙沙拉油抓勻入鍋煸香，要更快速將肉末炒開，有個小訣竅！可以在肉末中加入少許生油，在冷鍋的情況下輕鬆攪拌肉末就會自然散開了。', '將豆腐撈進豬絞肉的炒鍋中，加入50CC煮豆腐時所用的水，最後淋上剛剛調製好的麻婆豆腐醬汁，轉小火加蓋煮3-5分鐘。', '起鍋前加入蒜末、少許薑末、蔥花，最後淋上些許小磨坊蒜風味油提味，用鍋鏟輕微推動攪拌小心不要讓豆腐散開了，最後關火就可以起鍋盛盤囉。']"
226,正港熱炒系列-三杯雞,這道菜精隨在於麻油、米酒、醬油這三杯的完美比例，使用傳統方式調配，對於比較少下廚經驗的人來說比例難拿捏。而且市售調味品一買就是一大瓶，比較不常開火的小家庭廚房裡堆積瓶瓶罐罐，很容易就放到過期或風味變質。使用這包三杯雞調味料，能夠輕鬆幫各位解決這些問題！,"['蒜頭 適量顆', '水 100毫升', '辣椒 適量根', '去骨雞腿 1隻', '青蔥 適量根', '麻油 15毫升', '生薑 適量公克', '食用油 15毫升', '米酒 10毫升', '冰糖 適量公克', '金黃蔥油 5毫升', '三杯雞調味料 30公克']","['首先使用米量杯裝3分滿的水倒入裝有調味粉的玻璃碗中，用湯匙均勻攪拌10秒就能輕鬆調好醬汁囉！', '熱鍋將雞腿排皮面朝下煸香，加入薑片及蔥風味油。將雞腿排夾起放在砧板上切成小塊，放回鍋中並加入少許冰糖，甩鍋攪勻後倒入米酒嗆香。', '快速翻炒等雞肉的膠質差不多收乾後加入三杯雞醬汁、辣椒、蔥段、蒜苗快速拌炒。', '接著在鍋中加入冰糖、米酒、九層塔快速翻炒。同步遇熱砂鍋，將九層塔鋪在底部，將炒鍋裡的食材通通倒進砂鍋裡，淋上米酒、麻油和一點蔥風味油提味。經典台菜三杯雞就完成了！']"
227,正港熱炒系列-宮保雞丁,宮保雞丁特點是肉質鮮嫩，花生酥脆，辣而不燥，花椒香氣濃郁，風味略帶甜酸。好的花椒不容易買到，煸香煉油時的火候控制更需要多年經驗和技術，細節沒掌握好很容易失敗。使用這包宮保雞丁調味料能夠輕鬆簡單的幫各位解決這些問題！,"['雞蛋 1顆', '蒜頭 適量顆', '水 50毫升', '青蔥 適量根', '乾辣椒 適量公克', '生薑 適量公克', '雞胸肉 300公克', '食用油 20毫升', '碎花生 適量公克', '米酒 10毫升', '砂糖 適量公克', '宮保雞丁調味料 30公克']","['首先使用米量杯裝3分滿的水倒入裝有調味粉的玻璃碗中，用湯匙均勻攪拌10秒就能輕鬆調好醬汁囉！', '首先我們起油鍋，將雞胸肉去皮後將雞皮切段與蔥段一同入油鍋炸香。將去皮的雞胸肉切成適口大小。', '再來我們將雞胸肉塊與水、米酒加入玻璃深盆內抓醃，把水分打進肉裡，雞肉的嫩度就會更好。再加入蛋清、玉米粉充分抓醃，最後淋上小磨坊蒜風味油增添香氣，也讓雞肉下油鍋時不容易結塊。', '那我們把醃漬好的雞胸肉塊放入油鍋中，用筷子將肉塊一塊塊拉開，關火利用餘熱將雞丁均勻煎炸至八分熟，撈出濾油備用。', '接著熱油鍋加入乾辣椒煸香炒澎，再加入蒜末，倒入米酒嗆香，放入雞胸肉塊、宮保雞丁醬汁及些許糖平衡風味，轉大火均勻攪拌收汁，最後放入蔥段、花生，就可以關火起鍋盛盤。']"
228,正港熱炒系列-鐵板黑胡椒,台灣熱炒必點菜餚，特選黑胡椒、洋蔥等辛香料製作，口味辛辣，香氣四溢，適合搭配各種食材製作鐵板料理。,"['洋蔥 1顆', '蒜頭 適量顆', '水 50毫升', '辣椒 適量根', '青蔥 適量根', '肉絲 300公克', '食用油 10毫升', '米酒 10毫升', '鹽 適量公克', '鮮磨黑胡椒 適量公克', '鐵板黑胡椒調味料 30公克']","['首先使用米量杯裝3分滿的水倒入裝有調味粉的玻璃碗中，用湯匙均勻攪拌10秒就能輕鬆調好醬汁囉！', '接著熱油鍋，將預先準備好的洋蔥絲及辣椒放入油鍋中快速攪拌煎炸，撈起濾油備用。', '將里肌肉條與水、米酒加入玻璃深盆內，把水分打進肉裡，肉質嫩度就會更好。加入玉米粉、小磨坊鮮磨黑胡椒均勻抓醃。', '將里肌肉加入油鍋中拌炒至8分熟，拉出濾油備用。', '起熱油鍋放入洋蔥、蒜末、里肌肉、鐵板黑胡椒醬汁快速拌炒，因為肉已經經過前處理所以不需要煮太久，鍋氣中的黑胡椒香氣真的非常濃郁！起鍋前加入蔥段就可以關火盛盤。']"
230,蒜香雞絲黃瓜麵佐時蔬,減脂期必吃!!!減脂轉型期最怕一不小心就爆澱粉，這道黃瓜麵用清爽脆口的黃瓜絲替代了主食的麵條，再搭配蒜香滿滿的雞絲，十分有飽足感，很適合當作晚上的替代餐。,"['紅蘿蔔 10公克', '青花椰菜 30-50公克', '雞胸肉 100公克', '小黃瓜 1根', '堅果 3-5公克', '起司粉 3公克', '玫瑰鹽 適量公克', '蒜香黑胡椒 適量公克']","['小黃瓜切長絲，紅蘿蔔切絲，堅果切碎', '清洗青花椰並切小朵', '起一鍋滾水將雞胸肉、青花椰燙熟，雞胸肉靜置冷卻後剝絲', '將黃瓜麵(絲)、紅蘿蔔絲、青花椰擺盤後，撒上堅果碎', '撒上胡椒、鹽調味，最後撒上起司粉，即可上桌']"
231,牛肉蔬菜咖哩烘蛋,剛出爐的烘蛋，帶著濃郁咖哩香氣，夾帶的多種蔬果、牛肉，讓烘蛋的營養滿分。,"['雞蛋 3顆', '黃甜椒 30公克', '雪白菇 50公克', '牛里肌肉 100公克', '洋蔥 30公克', '鹽 些許公克', '金黃蒜油 15毫升', '咖哩粉 10公克', '鮮磨黑胡椒 些許公克']","['洋蔥、黃椒、雪白菇清洗後切丁，雞蛋打散備用', '起一炒鍋，倒入蒜風味油後，放入牛肉絲炒到半熟後，取出備用', '接著放入洋蔥，炒香後，陸續加入其他雪白菇、黃椒、咖哩粉拌炒', '取一烤盤，鋪上烘焙紙後，先倒入些許蛋液鋪底，在放入炒熟後的食材，最後將剩下蛋液全倒進烤盤中，並加鹽調味', '烤箱轉180度15分鐘，後悶3-5分鐘，取出後灑上黑胡椒即可上桌', '如果喜歡較軟口感的人，可在拌炒階段加入些許水悶煮。']"
232,韓式辣炒年糕,講到韓國美食，辣炒年糕絕對是無法忽略的重要角色；但就跟滷肉飯一樣，滷肉很簡單但要滷的好吃就要看功夫功夫不夠調味來救，小磨坊大廚小撇步，今天就來跟大家說說怎樣用泡菜辣椒做出最道地的韓國國民美食,"['洋蔥 1/2顆', '水 50毫升', '紅蘿蔔 1/2根', '乳酪絲 適量公克', '韓式年糕 100公克', '韓式魚板 3片', '金黃蒜油 15毫升', '韓式辣炒醬 1包', '泡菜辣椒粉 30公克']","['洋蔥切段，魚板、紅蘿蔔切片', '取一深鍋，將蒜油與洋蔥拌炒', '陸續加入水、辣炒醬、年糕、紅蘿蔔片、魚板', '年糕煮軟後灑上起司絲，均勻後即可上桌']"
233,匈牙利豬腱佐鮮蔬,每次做排餐最難的就是抓火侯，過生、太老、鎖不住肉汁都會讓肉的口感變差。這次就用氣炸鍋來攻克這些難題，讓你不開火無油煙也能做出好吃排餐料理,"['青花椰菜 50公克', '白花椰菜 50公克', '玉米筍 2根', '豆芽菜 些許公克', '豬腱肉 300公克', '金黃蒜油 10毫升', '匈牙利紅椒 3公克', '玫瑰鹽 3-5公克', '鮮磨黑胡椒 些許公克']","['清洗綜合花椰菜及玉米筍', '豬肉撒上玫瑰鹽、黑胡椒抓醃約5分鐘', '豬肉、蔬菜放入氣炸鍋後噴蒜油', '設定180度，18分鐘；5分鐘後即可先取出青菜', '時間到後，設定200度2分鐘', '將切片後豬肉及蔬菜擺盤後，撒上匈牙利紅椒粉即可上桌']"
234,芋香雞肉冬粉湯,香辛料使用的時機點，決定這道菜的美味與否!用蔥風味油作為炒香基底料的油品，利用冷油與食材共同加熱時，將風味吃進食材中，帶出鮮甜味，是這道菜餚豐富底蘊的來源，基底的香氣和甜味釋放了，後面食材烹煮的風味才會厚實、美味!,"['雞高湯 500毫升', '香菜 些許公克', '香菇 30朵', '芹菜 2根', '雞胸肉 150公克', '蝦米 些許公克', '芋頭 1-2顆', '冬粉 40公克', '金黃蔥油 20毫升', '玫瑰鹽 適量公克', '白胡椒粉 適量公克']","['芹菜切末、香菇切片、芋頭及雞柳切丁、香菜切碎。', '湯鍋倒入1大匙蔥風味油，開小火，倒入蝦米不拌炒，放至香味釋出。', '原鍋倒入雞肉，炒至香氣釋出、肉質顏色泛白。', '原鍋倒入香菇，拌炒至香氣釋出。', '原鍋倒入雞高湯，淹過食材即可。', '開大火，將食材煮滾後，下芋頭、冬粉，再蓋上鍋蓋。', '煮滾後，轉小火續煮，直至冬粉煮到呈現透明狀。 ', '再加入玫瑰鹽、白胡椒粉調味，以及芹菜末、香菜、1小匙蔥風味油，即可上桌。']"
235,減脂松阪庫司香料飯,減肥最在意吃得清淡、索然無味，如何能將平淡無味的食材增添風味，是一件很有挑戰的事!庫司米本身沒有調味，如同米飯，因此加入香料後，可以充分吸收香料的風味，使得米的香氣與味型都很有層次感，因此蔬菜與肉類也不需過度調味，便能吃得津津有味囉!,"['雞高湯 500毫升', '紅甜椒 1顆', '松阪肉 300公克', '青櫛瓜 1條', '庫司米 1盒', '米酒 15毫升', '薑黃粉 3.5公克', '金黃蒜油 7毫升', '匈牙利紅椒 適量公克', '咖哩粉 3.5公克', '玫瑰鹽 5公克', '黑胡椒粒 適量公克', '白胡椒鹽 5公克']","['松阪豬用米酒、白胡椒鹽、玫瑰鹽醃漬，放回冰箱冰5分鐘。', '櫛瓜、紅甜椒切丁。', '準備可以淹過庫司米的高湯量，將其煮滾後關火，加入庫司米攤平，蓋上蓋子，等待庫司米悶熟後，掀蓋撥鬆。', '松阪豬放入氣炸鍋，轉160度氣炸10分鐘。', '庫司米加入印度咖哩粉、薑黃粉、玫瑰鹽、蒜風味油調味增香，再蓋上蓋子悶5分鐘入味。', '將蔬菜倒入氣炸鍋，轉160度氣炸5分鐘。', '待松阪豬及蔬菜熟成後，將松阪豬切片，與庫司米、蔬菜一同擺盤。', '灑上匈牙利紅椒粉、粗粒黑胡椒即完成。']"
236,匈牙利蒜烤馬鈴薯,用烤的薯條比用炸得來的少油少負擔，用蒜風味油和匈牙利紅椒粉烤出來的薯條，不僅上色均勻也有豐富的蒜香，速翠的外皮鬆軟的內在，是老少咸宜的午茶點心,"['馬鈴薯 3', '奶油 7公克', '金黃蒜油 45毫升', '匈牙利紅椒 10公克', '洋香菜葉 3公克', '玫瑰鹽 3公克', '鮮磨黑胡椒 3公克']","[' 將蒜風味油與匈牙利紅椒粉拌勻備用 馬鈴薯洗淨後，不削皮直接切小塊呈帶皮薯條狀 烤箱預熱至180度', '起一鍋水，加入些許玫瑰鹽煮沸 火力轉小火，放入馬鈴薯煮到9分熟，撈起濾乾後放入盆中', '倒入匈牙利紅椒粉、蒜風味油、奶油並拌勻，使馬鈴薯塊皆均勻沾附', '撒入黑胡椒與玫瑰鹽調味並攪拌均勻', '將馬鈴薯平舖與烤盤，送進烤箱烤15分鐘，烤到馬鈴薯呈現金黃色', '調高溫度到230度，烤至薯皮酥脆即可取出', '盛盤後，撒上洋香菜葉點綴即完成']"
237,薑黃咖哩肉燥飯,有別於傳統的燉煮作法，用乾炒方式烹煮的肉燥，更加濃郁入味，每一口都可以吃到滿滿的咖哩風味；加了薑黃的飯，除了提升飯的風味外，也增添許多營養。,"['熱水 30毫升', '紅蘿蔔 30公克', '米飯 2碗', '豬絞肉 100公克', '豌豆 4-5條', '洋蔥 30公克', '米酒 些許毫升', '鹽 些許公克', '薑黃粉 7公克', '金黃蒜油 15毫升', '洋香菜葉 些許公克', '咖哩粉 7公克']","['洋蔥、紅蘿蔔清洗後切丁', '白米洗淨後加些許風味油及1/2匙薑黃粉拌勻，入電鍋烹煮', '豬絞肉米酒抓醃去腥', '起一炒鍋，倒入蒜風味油後，先放豆莢、洋蔥、紅蘿蔔，炒熟後取出備用', '接著放入豬絞肉，大火將絞肉炒開變色後，加入薑黃粉、咖哩粉拌炒均勻 ', '放入洋蔥、紅蘿蔔、熱水，煮滾後加鹽調味，接著就等收乾到適合的稠度', '將咖哩肉末覆蓋到薑黃飯上，撒上些許洋香菜葉即可上桌。']"
238,黑糖肉桂番薯湯,黑糖肉桂番薯湯，簡單的健康甜湯,"['水 1000毫升', '老薑 15-20公克', '地瓜 2-3顆', '黑糖 適量公克', '肉桂粉 15公克']","['老薑洗淨切片，地瓜洗淨後切塊', '取一深鍋，倒入水後放進老薑及地瓜，煮滾後加入肉桂粉', '轉小火煮約10-15分鐘，起鍋前加入適量黑糖']"
240,蔥香油大阪燒,富含維生素的蔬菜，與五彩繽紛膳食纖維的香脆鰹魚，再加上層次分明的蒜風味油一同拌入，讓大阪燒充滿著蒜味的香氣以及鮮蝦甜味口感，酸甜的味道在口中化開，非常適合小朋友的料理。,"['培根 4片', '雞蛋 1顆', '水 250毫升', '蝦仁 20公克', '高麗菜 300-400公克', '低筋麵粉 300公克', '柴魚片 10公克', '蟹管肉 40公克', '美乃滋 15公克', '大阪燒醬 15公克', '金黃蔥油 30毫升', '玫瑰鹽 3公克', '鰹魚珍青鬆 7公克']","[' 先將平底鍋熱鍋，再倒入蔥風味油', '倒入蝦仁，煎至5分熟，撈起備用', '另取一容器，倒入低筋麵粉、雞蛋、水、玫瑰鹽攪拌均勻，成濃稠狀', '另取一容器，放入高麗菜絲、蟹管肉絲、蝦仁攪拌均勻', '將麵糊與餡料，以1:1比例，混合攪拌均勻', '混合後的麵糊，撒入玫瑰鹽調味', '取原平底鍋熱鍋，再倒入蔥風味油', '火力轉小火，將培根片平放鋪滿鍋底', '倒入麵糊，煎熟後取出盛盤', '淋上大阪燒醬，擠上美乃滋，撒上珍青鬆及柴魚麵即完成']"
